,player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,height,height_cm,weight,shootsCatches
604,8476289,Alexey,Marchenko,RUS,Moscow,D,1992-01-02 00:00:00,"6' 3""",190.5,210.0,R
605,8475455,Brenden,Dillon,CAN,New Westminster,D,1990-11-13 00:00:00,"6' 4""",193.04,225.0,L
606,8476881,Tomas,Hertl,CZE,Praha,C,1993-11-12 00:00:00,"6' 2""",187.96,220.0,L
607,8468208,Joel,Ward,CAN,North York,RW,1980-12-02 00:00:00,"6' 1""",185.42,225.0,R
608,8470626,Loui,Eriksson,SWE,Gothenburg,LW,1985-07-17 01:00:00,"6' 2""",187.96,196.0,L
609,8473419,Brad,Marchand,CAN,Halifax,LW,1988-05-11 01:00:00,"5' 9""",175.26,181.0,L
610,8471717,Adam,McQuaid,CAN,Charlottetown,D,1986-10-12 01:00:00,"6' 4""",193.04,212.0,R
611,8474625,Jimmy,Hayes,USA,Boston,RW,1989-11-21 00:00:00,"6' 5""",195.58,215.0,R
612,8471276,David,Krejci,CZE,Sternberk,C,1986-04-28 01:00:00,"6' 0""",182.88,186.0,R
613,8470886,Clayton,Stoner,CAN,Port McNeill,D,1985-02-19 00:00:00,"6' 4""",193.04,216.0,L
614,8478569,Noel,Acciari,USA,Johnston,C,1991-12-01 00:00:00,"5' 10""",177.8,208.0,R
615,8477956,David,Pastrnak,CZE,Havirov,RW,1996-05-25 01:00:00,"6' 0""",182.88,181.0,R
616,8476476,Joe,Morrow,CAN,Edmonton,D,1992-12-09 00:00:00,"6' 0""",182.88,196.0,L
617,8475361,Jonas,Gustavsson,SWE,Danderyd,G,1984-10-24 01:00:00,"6' 4""",193.04,201.0,L
618,8476792,Torey,Krug,USA,Livonia,D,1991-04-12 01:00:00,"5' 9""",175.26,186.0,L
619,8465009,Zdeno,Chara,SVK,Trencin,D,1977-03-18 00:00:00,"6' 9""",205.74,250.0,L
620,8476191,Kevan,Miller,USA,Los Angeles,D,1987-11-15 00:00:00,"6' 2""",187.96,210.0,R
621,8470638,Patrice,Bergeron,CAN,Ancienne-Lorette,C,1985-07-24 01:00:00,"6' 1""",185.42,195.0,R
622,8467423,Shawn,Horcoff,CAN,Trail,C,1978-09-17 01:00:00,"6' 1""",185.42,210.0,L
623,8475902,Zach,Trotman,USA,Carmel,D,1990-08-26 01:00:00,"6' 3""",190.5,217.0,R
624,8475727,Ryan,Spooner,CAN,Ottawa,C,1992-01-30 00:00:00,"5' 10""",177.8,184.0,L
625,8476116,Ryan,Garbutt,CAN,Edmonton,C,1985-08-12 01:00:00,"6' 0""",182.88,195.0,L
626,8475204,Brandon,Pirri,CAN,Toronto,RW,1991-04-10 01:00:00,"6' 0""",182.88,186.0,L
627,8470775,Nate,Thompson,USA,Anchorage,C,1984-10-05 01:00:00,"6' 0""",182.88,212.0,L
628,8475155,Simon,Despres,CAN,Laval,D,1991-07-27 01:00:00,"6' 4""",193.04,218.0,L
629,8473492,Matt,Beleskey,CAN,Windsor,LW,1988-06-07 01:00:00,"6' 0""",182.88,203.0,L
630,8471390,Mike,Santorelli,CAN,Vancouver,C,1985-12-14 00:00:00,"6' 0""",182.88,189.0,R
631,8475292,Tyler,Randell,CAN,Scarborough,RW,1991-06-15 01:00:00,"6' 1""",185.42,198.0,R
632,8468700,Paul,Gaustad,USA,Fargo,C,1982-02-03 00:00:00,"6' 5""",195.58,227.0,L
633,8470640,Matt,Carle,USA,Anchorage,D,1984-09-25 01:00:00,"6' 0""",182.88,197.0,L
634,8475218,Mattias,Ekholm,SWE,Borlange,D,1990-05-24 01:00:00,"6' 4""",193.04,215.0,L
635,8467890,Barret,Jackman,CAN,Trail,D,1981-03-05 00:00:00,"6' 0""",182.88,203.0,L
636,8470047,Valtteri,Filppula,FIN,Vantaa,C,1984-03-20 00:00:00,"6' 0""",182.88,196.0,L
637,8475714,Calle,Jarnkrok,SWE,Gävle,C,1991-09-25 01:00:00,"5' 11""",180.34,186.0,R
638,8467371,Mike,Ribeiro,CAN,Montreal,C,1980-02-10 00:00:00,"6' 0""",182.88,179.0,L
639,8467370,Mike,Fisher,CAN,Peterborough,C,1980-06-05 01:00:00,"6' 1""",185.42,216.0,R
640,8476887,Filip,Forsberg,SWE,Ostervala,LW,1994-08-13 01:00:00,"6' 1""",185.42,205.0,R
641,8473658,Victor,Bartley,CAN,Ottawa,D,1988-02-17 00:00:00,"6' 0""",182.88,217.0,L
642,8474600,Roman,Josi,CHE,Bern,D,1990-06-01 01:00:00,"6' 1""",185.42,201.0,L
643,8474570,Cody,Hodgson,CAN,Toronto,C,1990-02-18 00:00:00,"6' 0""",182.88,191.0,R
644,8476292,Ondrej,Palat,CZE,Frydek-Mistek,LW,1991-03-28 00:00:00,"6' 0""",182.88,188.0,L
645,8471707,James,Neal,CAN,Whitby,LW,1987-09-03 01:00:00,"6' 2""",187.96,221.0,L
646,8473588,Erik,Condra,USA,Trenton,RW,1986-08-06 01:00:00,"5' 11""",180.34,188.0,R
647,8475868,Anthony,Bitetto,USA,Island Park,D,1990-07-15 01:00:00,"6' 1""",185.42,210.0,L
648,8475225,Craig,Smith,USA,Madison,RW,1989-09-05 01:00:00,"6' 1""",185.42,208.0,R
649,8471469,Pekka,Rinne,FIN,Kempele,G,1982-11-03 00:00:00,"6' 5""",195.58,217.0,L
650,8475766,Austin,Watson,USA,Ann Arbor,LW,1992-01-13 00:00:00,"6' 4""",193.04,204.0,R
651,8476300,Nikita,Nesterov,RUS,Chelyabinsk,D,1993-03-28 00:00:00,"5' 11""",180.34,191.0,L
652,8474520,Jason,Garrison,CAN,White Rock,D,1984-11-13 00:00:00,"6' 1""",185.42,218.0,L
653,8470180,Eric,Nystrom,USA,Syosset,LW,1983-02-14 00:00:00,"6' 1""",185.42,200.0,L
654,8477494,Jonathan,Drouin,CAN,Ste-Agathe,LW,1995-03-28 01:00:00,"6' 0""",182.88,203.0,L
655,8475176,Ryan,Ellis,CAN,Hamilton,D,1991-01-03 00:00:00,"5' 10""",177.8,180.0,R
656,8476480,Vladislav,Namestnikov,RUS,Zhukovskiy,C,1992-11-22 00:00:00,"5' 11""",180.34,180.0,L
657,8478042,Viktor,Arvidsson,SWE,Skellefteå,LW,1993-04-08 01:00:00,"5' 9""",175.26,180.0,R
658,8476948,Charles,Hudon,CAN,Alma,LW,1994-06-23 01:00:00,"5' 10""",177.8,188.0,L
659,8476207,Brian,Gibbons,USA,Braintree,LW,1988-02-26 00:00:00,"5' 8""",172.72,175.0,L
660,8476399,Blake,Coleman,USA,Plano,C,1991-11-28 00:00:00,"5' 11""",180.34,200.0,L
661,8476851,Alex,Galchenyuk,USA,Milwaukee,LW,1994-02-12 00:00:00,"6' 1""",185.42,207.0,L
662,8477463,Steven,Santini,USA,Bronxville,D,1995-03-07 00:00:00,"6' 2""",187.96,205.0,R
663,8476474,Stefan,Noesen,USA,Plano,RW,1993-02-12 00:00:00,"6' 1""",185.42,205.0,R
664,8480143,Jakub,Jerabek,CZE,Pilsen,D,1991-05-12 01:00:00,"5' 11""",180.34,200.0,L
665,8480002,Nico,Hischier,CHE,Brig,C,1999-01-04 00:00:00,"6' 1""",185.42,175.0,L
666,8474818,Jordie,Benn,CAN,Victoria,D,1987-07-26 01:00:00,"6' 2""",187.96,198.0,L
667,8475848,Brendan,Gallagher,CAN,Edmonton,RW,1992-05-06 01:00:00,"5' 9""",175.26,181.0,R
668,8479407,Jesper,Bratt,SWE,Stockholm,LW,1998-07-30 01:00:00,"5' 10""",177.8,175.0,L
669,8477425,Miles,Wood,USA,Buffalo,LW,1995-09-13 01:00:00,"6' 2""",187.96,195.0,L
670,8477455,Jacob,de la Rose,SWE,Arvika,LW,1995-05-20 01:00:00,"6' 3""",190.5,210.0,L
671,8477355,Will,Butcher,USA,Sun Prairie,D,1995-01-06 00:00:00,"5' 10""",177.8,190.0,L
672,8475235,Nicolas,Deslauriers,CAN,LaSalle,LW,1991-02-22 00:00:00,"6' 1""",185.42,215.0,L
673,8476381,Andrew,Shaw,CAN,Belleville,RW,1991-07-20 01:00:00,"5' 11""",180.34,182.0,R
674,8475913,Mark,Stone,CAN,Winnipeg,RW,1992-05-13 01:00:00,"6' 4""",193.04,219.0,R
675,8475815,Julian,Melchiori,CAN,Richmond Hill,D,1991-12-06 00:00:00,"6' 5""",195.58,214.0,L
676,8474884,Mike,Hoffman,CAN,Kitchener,LW,1989-11-24 00:00:00,"6' 0""",182.88,181.0,L
677,8473537,Viktor,Stalberg,SWE,Gothenburg,LW,1986-01-17 00:00:00,"6' 3""",190.5,209.0,L
678,8471676,Bobby,Ryan,USA,Cherry Hill,RW,1987-03-17 00:00:00,"6' 2""",187.96,209.0,R
679,8476279,Jyrki,Jokipakka,FIN,Tampere,D,1991-08-20 01:00:00,"6' 3""",190.5,215.0,L
680,8474250,Zack,Smith,CAN,Maple Creek,LW,1988-04-05 01:00:00,"6' 2""",187.96,208.0,L
681,8478031,Nelson,Nogier,CAN,Saskatoon,D,1996-05-27 01:00:00,"6' 2""",187.96,191.0,R
682,8467967,Chris,Kelly,CAN,Toronto,C,1980-11-11 00:00:00,"6' 0""",182.88,190.0,L
683,8471768,Tom,Pyatt,CAN,Thunder Bay,LW,1987-02-14 00:00:00,"5' 11""",180.34,185.0,L
684,8474739,Tommy,Wingels,USA,Evanston,C,1988-04-12 01:00:00,"6' 0""",182.88,200.0,R
685,8476879,Cody,Ceci,CAN,Ottawa,D,1993-12-21 00:00:00,"6' 2""",187.96,209.0,R
686,8474018,Christopher,DiDomenico,CAN,Toronto,LW,1989-02-20 00:00:00,"5' 11""",180.34,174.0,R
687,8473544,Derick,Brassard,CAN,Hull,C,1987-09-22 01:00:00,"6' 1""",185.42,202.0,L
688,8476419,Jean-Gabriel,Pageau,CAN,Ottawa,C,1992-11-11 00:00:00,"5' 10""",177.8,184.0,R
689,8470358,Alexandre,Burrows,CAN,Pincourt,RW,1981-04-11 01:00:00,"6' 1""",185.42,197.0,L
690,8474697,Mark,Borowiecki,CAN,Ottawa,D,1989-07-12 01:00:00,"6' 1""",185.42,207.0,L
691,8475227,Chris,Wideman,USA,St. Louis,D,1990-01-07 00:00:00,"5' 10""",177.8,183.0,R
692,8474578,Erik,Karlsson,SWE,Landsbro,D,1990-05-31 01:00:00,"6' 0""",182.88,191.0,R
693,8476288,Ryan,Dzingel,USA,Wheaton,LW,1992-03-09 00:00:00,"6' 0""",182.88,190.0,L
694,8477237,Mike,Condon,USA,Holliston,G,1990-04-27 01:00:00,"6' 2""",187.96,195.0,L
695,8476368,Fredrik,Claesson,SWE,Stockholm,D,1992-11-24 00:00:00,"6' 1""",185.42,200.0,L
696,8474068,Kyle,Turris,CAN,New Westminster,C,1989-08-14 01:00:00,"6' 1""",185.42,190.0,R
697,8476539,Jonathan,Marchessault,CAN,Cap-Rouge,C,1990-12-27 00:00:00,"5' 9""",175.26,174.0,R
698,8476779,Brad,Hunt,CAN,Maple Ridge,D,1988-08-24 01:00:00,"5' 9""",175.26,187.0,L
699,8476883,Andrei,Vasilevskiy,RUS,Tyumen,G,1994-07-25 01:00:00,"6' 3""",190.5,207.0,L
700,8473970,Rob,Klinkhammer,CAN,Lethbridge,LW,1986-08-12 01:00:00,"6' 3""",190.5,214.0,L
701,8476905,Chandler,Stephenson,CAN,Saskatoon,C,1994-04-22 01:00:00,"6' 0""",182.88,203.0,L
702,8475831,Philipp,Grubauer,DEU,Rosenheim,G,1991-11-25 00:00:00,"6' 1""",185.42,191.0,L
703,8474550,Antti,Niemi,FIN,Vantaa,G,1983-08-29 01:00:00,"6' 2""",187.96,215.0,L
704,8477043,Christian,Djoos,SWE,Gothenburg,D,1994-08-06 01:00:00,"6' 0""",182.88,169.0,L
705,8477944,Jakub,Vrana,CZE,Prague,LW,1996-02-28 00:00:00,"6' 0""",182.88,197.0,L
706,8479376,Victor,Mete,CAN,Woodbridge,D,1998-06-07 01:00:00,"5' 9""",175.26,184.0,L
707,8477474,Madison,Bowey,CAN,Winnipeg,D,1995-04-22 01:00:00,"6' 2""",187.96,198.0,R
708,8476807,Matt,Tennyson,USA,Minneapolis,D,1990-04-23 01:00:00,"6' 2""",187.96,205.0,R
709,8464977,Dainius,Zubrus,LTU,Elektrenai,C,1978-06-16 01:00:00,"6' 5""",195.58,225.0,L
710,8471371,Mike,Brown,USA,Chicago,RW,1985-06-24 01:00:00,"5' 11""",180.34,205.0,R
711,8470854,Tanner,Glass,CAN,Regina,LW,1983-11-29 00:00:00,"6' 1""",185.42,213.0,L
712,8470201,Jiri,Hudler,CZE,Olomouc,RW,1984-01-04 00:00:00,"5' 10""",177.8,190.0,L
713,8475738,Jordan,Weal,CAN,North Vancouver,C,1992-04-15 01:00:00,"5' 10""",177.8,179.0,R
714,8470877,David,Jones,CAN,Guelph,RW,1984-08-10 01:00:00,"6' 3""",190.5,208.0,R
715,8471664,Mason,Raymond,CAN,Cochrane,LW,1985-09-17 01:00:00,"6' 1""",185.42,179.0,L
716,8471222,Ladislav,Smid,CZE,Frydlant,D,1986-02-01 00:00:00,"6' 4""",193.04,210.0,L
717,8471403,Karri,Ramo,FIN,Asikkala,G,1986-07-01 01:00:00,"6' 2""",187.96,206.0,L
718,8474577,Joe,Colborne,CAN,Calgary,C,1990-01-30 00:00:00,"6' 5""",195.58,221.0,L
719,8475650,Brandon,Bollig,USA,St. Charles,LW,1987-01-31 00:00:00,"6' 2""",187.96,220.0,L
720,8477591,Josh,Jooris,CAN,Burlington,RW,1990-07-14 01:00:00,"6' 1""",185.42,197.0,R
721,8467496,Andrei,Markov,RUS,Voskresensk,D,1978-12-20 00:00:00,"6' 0""",182.88,200.0,L
722,8471976,David,Desharnais,CAN,Laurier-Station,C,1986-09-14 01:00:00,"5' 7""",170.18,180.0,L
723,8477810,Joel,Hanley,CAN,Keswick,D,1991-06-08 01:00:00,"5' 11""",180.34,191.0,L
724,8477969,Marcus,Pettersson,SWE,Skellefteå,D,1996-05-08 01:00:00,"6' 4""",193.04,180.0,L
725,8470140,Kari,Lehtonen,FIN,Helsinki,G,1983-11-16 00:00:00,"6' 4""",193.04,209.0,L
726,8469638,Jussi,Jokinen,FIN,Kalajoki,LW,1983-04-01 01:00:00,"5' 11""",180.34,198.0,L
727,8468001,Derek,MacKenzie,CAN,Sudbury,C,1981-06-11 01:00:00,"5' 11""",180.34,181.0,L
728,8476428,Rocco,Grimaldi,USA,Anaheim,C,1993-02-08 00:00:00,"5' 6""",167.64,180.0,R
729,8466141,Roberto,Luongo,CAN,Montreal,G,1979-04-04 01:00:00,"6' 3""",190.5,217.0,L
730,8475736,Connor,Brickley,USA,Everett,C,1992-02-25 00:00:00,"6' 0""",182.88,203.0,L
731,8477932,Aaron,Ekblad,CAN,Windsor,D,1996-02-07 00:00:00,"6' 4""",193.04,216.0,R
732,8475755,Alex,Petrovic,CAN,Edmonton,D,1992-03-03 00:00:00,"6' 4""",193.04,206.0,R
733,8475760,Nick,Bjugstad,USA,Minneapolis,C,1992-07-17 01:00:00,"6' 6""",198.12,218.0,R
734,8476456,Jonathan,Huberdeau,CAN,Saint-Jerome,LW,1993-06-04 01:00:00,"6' 1""",185.42,188.0,L
735,8465185,Willie,Mitchell,CAN,Port McNeill,D,1977-04-23 01:00:00,"6' 3""",190.5,210.0,L
736,8471245,Dave,Bolland,CAN,Mimico,C,1986-06-05 01:00:00,"6' 0""",182.88,184.0,R
737,8476389,Vincent,Trocheck,USA,Pittsburgh,C,1993-07-11 01:00:00,"5' 10""",177.8,182.0,R
738,8475253,Garrett,Wilson,CAN,Barrie,LW,1991-03-16 00:00:00,"6' 2""",187.96,199.0,L
739,8474000,Steven,Kampfer,USA,Ann Arbor,D,1988-09-24 01:00:00,"5' 11""",180.34,195.0,R
740,8475191,Reilly,Smith,CAN,Toronto,RW,1991-04-01 01:00:00,"6' 0""",182.88,185.0,L
741,8465978,Shawn,Thornton,CAN,Oshawa,LW,1977-07-23 01:00:00,"6' 2""",187.96,217.0,R
742,8467331,Brad,Stuart,CAN,Rocky Mountain House,D,1979-11-06 00:00:00,"6' 2""",187.96,215.0,L
743,8477916,Borna,Rendulic,HRV,Zagreb,RW,1992-03-25 00:00:00,"6' 2""",187.96,200.0,R
744,8467338,Alex,Tanguay,CAN,Ste-Justine,LW,1979-11-21 00:00:00,"6' 1""",185.42,194.0,L
745,8477453,Chris,Bigras,CAN,Orillia,D,1995-02-22 00:00:00,"6' 1""",185.42,190.0,L
746,8475717,Calvin,Pickard,CAN,Moncton,G,1992-04-15 01:00:00,"6' 1""",185.42,200.0,L
747,8474597,Cody,Goloubef,CAN,Mississauga,D,1989-11-30 00:00:00,"6' 1""",185.42,200.0,R
748,8476390,Joseph,Cramarossa,CAN,Toronto,C,1992-10-26 00:00:00,"6' 0""",182.88,192.0,L
749,8471504,Rene,Bourque,CAN,Lac La Biche,RW,1981-12-10 00:00:00,"6' 2""",187.96,217.0,L
750,8471766,Jared,Boll,USA,Charlotte,RW,1986-05-13 01:00:00,"6' 3""",190.5,206.0,R
751,8475199,Eric,Gelinas,CAN,Vanier,D,1991-05-08 01:00:00,"6' 4""",193.04,215.0,L
752,8469492,Fedor,Tyutin,RUS,Izhevsk,D,1983-07-19 01:00:00,"6' 2""",187.96,221.0,L
753,8474604,Aaron,Ness,USA,Roseau,D,1990-05-18 01:00:00,"5' 10""",177.8,184.0,L
754,8477456,J.T.,Compher,USA,Northbrook,LW,1995-04-08 01:00:00,"6' 0""",182.88,193.0,R
755,8477973,Vladislav,Kamenev,RUS,Orsk,C,1996-08-12 01:00:00,"6' 2""",187.96,194.0,L
756,8477573,Nathan,Walker,AUS,Cardiff,LW,1994-02-07 00:00:00,"5' 9""",175.26,186.0,L
757,8477958,Nikolay,Goldobin,RUS,Moscow,RW,1995-10-07 01:00:00,"5' 11""",180.34,185.0,L
758,8479442,Troy,Stecher,CAN,Richmond,D,1994-04-07 01:00:00,"5' 10""",177.8,190.0,R
759,8475690,Christopher,Tanev,CAN,Toronto,D,1989-12-20 00:00:00,"6' 2""",187.96,195.0,R
760,8478408,Travis,Dermott,CAN,Newmarket,D,1996-12-22 00:00:00,"6' 0""",182.88,208.0,L
761,8477953,Kasperi,Kapanen,FIN,Kuopio,RW,1996-07-23 01:00:00,"6' 1""",185.42,187.0,R
762,8471774,Alex,Stalock,USA,St. Paul,G,1987-07-28 01:00:00,"6' 0""",182.88,191.0,L
763,8475799,Nino,Niederreiter,CHE,Chur,RW,1992-09-08 01:00:00,"6' 2""",187.96,216.0,L
764,8475816,Stanislav,Galiev,RUS,Moscow,RW,1992-01-17 00:00:00,"6' 1""",185.42,197.0,R
765,8474096,Nick,Spaling,CAN,Palmerston,C,1988-09-19 01:00:00,"6' 1""",185.42,198.0,L
766,8470617,Mike,Richards,CAN,Kenora,C,1985-02-11 00:00:00,"5' 11""",180.34,196.0,L
767,8475247,Michael,Latta,CAN,Kitchener,C,1991-05-25 01:00:00,"6' 0""",182.88,207.0,R
768,8473426,Mike,Weber,USA,Pittsburgh,D,1987-12-16 00:00:00,"6' 2""",187.96,217.0,L
769,8476465,Ryan,Murphy,CAN,Aurora,D,1993-03-31 01:00:00,"5' 11""",180.34,185.0,R
770,8476162,Steve,Oleksy,USA,Chesterfield,D,1986-02-04 00:00:00,"6' 0""",182.88,188.0,R
771,8478004,Brett,Lernout,CAN,Winnipeg,D,1995-09-24 01:00:00,"6' 4""",193.04,214.0,R
772,8479292,Charlie,Lindgren,USA,Lakeville,G,1993-12-18 00:00:00,"6' 1""",185.42,182.0,R
773,8477642,Rinat,Valiev,RUS,Nizhnekamsk,D,1995-05-11 01:00:00,"6' 3""",190.5,215.0,L
774,8478454,Noah,Juulsen,CAN,Surrey,D,1997-04-02 01:00:00,"6' 2""",187.96,175.0,R
775,8476925,Colton,Sissons,CAN,North Vancouver,C,1993-11-05 00:00:00,"6' 1""",185.42,200.0,R
776,8477003,Riley,Barber,USA,Pittsburgh,RW,1994-02-07 00:00:00,"6' 0""",182.88,190.0,R
777,8476158,Harry,Zolnierczyk,CAN,Toronto,LW,1987-09-01 01:00:00,"5' 11""",180.34,180.0,L
778,8477424,Juuse,Saros,FIN,Forssa,G,1995-04-19 01:00:00,"5' 11""",180.34,180.0,L
779,8474134,Yannick,Weber,CHE,Morges,D,1988-09-23 01:00:00,"5' 11""",180.34,200.0,R
780,8474056,P.K.,Subban,CAN,Toronto,D,1989-05-13 01:00:00,"6' 0""",182.88,210.0,R
781,8477482,Zach,Sanford,USA,Salem,LW,1994-11-09 00:00:00,"6' 4""",193.04,207.0,L
782,8475625,Matt,Irwin,CAN,Victoria,D,1987-11-29 00:00:00,"6' 1""",185.42,207.0,L
783,8477942,Kevin,Fiala,CHE,St. Gallen,LW,1996-07-22 01:00:00,"5' 10""",177.8,193.0,L
784,8475793,Ryan,Johansen,CAN,Vancouver,C,1992-07-31 01:00:00,"6' 3""",190.5,218.0,R
785,8471418,Anton,Khudobin,RUS,Ust-Kamenogorsk,G,1986-05-07 01:00:00,"5' 11""",180.34,195.0,L
786,8471735,Keith,Yandle,USA,Boston,D,1986-09-09 01:00:00,"6' 1""",185.42,196.0,L
787,8474149,Evgenii,Dadonov,RUS,Chelyabinsk,RW,1989-03-12 00:00:00,"5' 11""",180.34,185.0,L
788,8477955,Jared,McCann,CAN,Stratford,C,1996-05-31 01:00:00,"6' 1""",185.42,198.0,L
789,8474098,Colton,Sceviour,CAN,Red Deer,C,1989-04-20 01:00:00,"6' 0""",182.88,195.0,R
790,8479325,Charlie,McAvoy,USA,Long Beach,D,1997-12-21 00:00:00,"6' 0""",182.88,208.0,R
791,8477346,MacKenzie,Weegar,CAN,Ottawa,D,1994-01-07 00:00:00,"6' 0""",182.88,212.0,R
792,8476891,Matt,Grzelcyk,USA,Charlestown,D,1994-01-05 00:00:00,"5' 9""",175.26,174.0,L
793,8476374,Sean,Kuraly,USA,Dublin,C,1993-01-20 00:00:00,"6' 2""",187.96,213.0,L
794,8478498,Jake,DeBrusk,CAN,Edmonton,LW,1996-10-17 01:00:00,"6' 0""",182.88,188.0,L
795,8477320,Anton,Blidh,SWE,Molnlycke,LW,1995-03-14 00:00:00,"6' 0""",182.88,201.0,L
796,8467407,Brian,Gionta,USA,Rochester,RW,1979-01-18 00:00:00,"5' 7""",170.18,178.0,R
797,8470655,David,Backes,USA,Minneapolis,RW,1984-05-01 01:00:00,"6' 3""",190.5,221.0,R
798,8476875,Mike,Matheson,CAN,Pointe-Claire,D,1994-02-27 00:00:00,"6' 2""",187.96,192.0,L
799,8477213,Tim,Schaller,USA,Merrimack,C,1990-11-16 00:00:00,"6' 2""",187.96,210.0,L
800,8478843,Denis,Malgin,CHE,Olten,C,1997-01-18 00:00:00,"5' 9""",175.26,177.0,R
801,8475796,Mark,Pysyk,CAN,Sherwood Park,D,1992-01-11 00:00:00,"6' 1""",185.42,200.0,R
802,8479553,Maxim,Mamin,RUS,Moscow,C,1995-01-13 00:00:00,"6' 2""",187.96,191.0,L
803,8478443,Brandon,Carlo,USA,Colorado Springs,D,1996-11-26 00:00:00,"6' 5""",195.58,208.0,R
804,8478366,Frank,Vatrano,USA,East Longmeadow,C,1994-03-14 00:00:00,"5' 9""",175.26,201.0,L
805,8478046,Danton,Heinen,CAN,Langley,C,1995-07-05 01:00:00,"6' 1""",185.42,185.0,L
806,8470041,Rick,Nash,CAN,Brampton,LW,1984-06-16 01:00:00,"6' 4""",193.04,211.0,L
807,8477452,Ian,McCoshen,USA,Anaheim,D,1995-08-05 01:00:00,"6' 3""",190.5,217.0,L
808,8477493,Aleksander,Barkov,FIN,Tampere,C,1995-09-02 01:00:00,"6' 3""",190.5,213.0,L
809,8477512,Frederik,Gauthier,CAN,Laval,C,1995-04-26 01:00:00,"6' 5""",195.58,232.0,L
810,8467493,Chris,Neil,CAN,Flesherton,RW,1979-06-18 01:00:00,"6' 1""",185.42,209.0,R
811,8478376,Casey,Bailey,USA,Anchorage,RW,1991-10-27 01:00:00,"6' 3""",190.5,195.0,R
812,8475613,Nate,Prosser,USA,Elk River,D,1986-05-07 01:00:00,"6' 2""",187.96,201.0,R
813,8475287,Erik,Haula,FIN,Pori,LW,1991-03-23 00:00:00,"6' 0""",182.88,193.0,L
814,8476872,Scott,Laughton,CAN,Oakville,C,1994-05-30 01:00:00,"6' 1""",185.42,190.0,L
815,8476235,Justin,Fontaine,CAN,Bonnyville,RW,1987-11-06 00:00:00,"5' 10""",177.8,174.0,R
816,8469469,R.J.,Umberger,USA,Pittsburgh,C,1982-05-03 01:00:00,"6' 2""",187.96,214.0,L
817,8470871,Chris,Porter,CAN,Toronto,LW,1984-05-29 01:00:00,"6' 1""",185.42,206.0,L
818,8473646,Ryan,Carter,USA,White Bear Lake,LW,1983-08-03 01:00:00,"6' 1""",185.42,205.0,L
819,8473404,Niklas,Backstrom,FIN,Helsinki,G,1978-02-13 00:00:00,"6' 2""",187.96,192.0,L
820,8475745,Charlie,Coyle,USA,E. Weymouth,C,1992-03-02 00:00:00,"6' 3""",190.5,221.0,R
821,8477850,Christian,Folin,SWE,Gothenburg,D,1991-02-09 00:00:00,"6' 3""",190.5,204.0,R
822,8478563,Evgeny,Medvedev,RUS,Chelyabinsk,D,1982-08-27 01:00:00,"6' 3""",190.5,187.0,L
823,8468526,Jarret,Stoll,CAN,Melville,C,1982-06-24 01:00:00,"6' 1""",185.42,216.0,R
824,8477960,Adrian,Kempe,SWE,Kramfors,LW,1996-09-13 01:00:00,"6' 2""",187.96,195.0,L
825,8478233,Andrew,Mangiapane,CAN,Toronto,LW,1996-04-04 01:00:00,"5' 10""",177.8,184.0,L
826,8477380,Jonny,Brodzinski,USA,Ham Lake,C,1993-06-19 01:00:00,"6' 1""",185.42,217.0,L
827,8480147,Oscar,Fantenberg,SWE,Ljunby,D,1991-10-07 01:00:00,"6' 0""",182.88,210.0,L
828,8475949,Marek,Hrivik,SVK,Cadca,LW,1991-08-28 01:00:00,"6' 2""",187.96,197.0,R
829,8477073,Kurtis,MacDermid,CAN,Sauble Beach,D,1994-03-25 00:00:00,"6' 5""",195.58,233.0,L
830,8480113,Alex,Iafallo,USA,Eden,C,1993-12-21 00:00:00,"6' 0""",182.88,185.0,L
831,8468685,Henrik,Lundqvist,SWE,Are,G,1982-03-02 00:00:00,"6' 1""",185.42,180.0,L
832,8470609,Steve,Bernier,CAN,Quebec City,RW,1985-03-31 00:00:00,"6' 3""",190.5,220.0,R
833,8467096,Dan,Boyle,CAN,Ottawa,D,1976-07-12 01:00:00,"5' 11""",180.34,194.0,R
834,8475715,Oscar,Lindberg,SWE,Skellefteå,C,1991-10-29 00:00:00,"6' 1""",185.42,202.0,L
835,8470144,Frans,Nielsen,DNK,Herning,C,1984-04-24 01:00:00,"6' 1""",185.42,188.0,L
836,8475855,Jesper,Fast,SWE,Nassjo,RW,1991-12-02 00:00:00,"6' 0""",182.88,191.0,R
837,8475763,Kevin,Hayes,USA,Dorchester,C,1992-05-08 01:00:00,"6' 5""",195.58,217.0,L
838,8477126,Jayson,Megna,USA,Fort Lauderdale,C,1990-02-01 00:00:00,"6' 1""",185.42,195.0,R
839,8475184,Chris,Kreider,USA,Boxford,LW,1991-04-30 01:00:00,"6' 3""",190.5,224.0,L
840,8471362,Mikhail,Grabovski,BLR,Potsdam,C,1984-01-31 00:00:00,"5' 11""",180.34,186.0,L
841,8469623,Marek,Zidlicky,CZE,Most,D,1977-02-03 00:00:00,"5' 11""",180.34,190.0,R
842,8470630,Kevin,Klein,CAN,Kitchener,D,1984-12-13 00:00:00,"6' 1""",185.42,206.0,R
843,8471686,Marc,Staal,CAN,Thunder Bay,D,1987-01-13 00:00:00,"6' 4""",193.04,209.0,L
